title,author
The Woman In The Window,A. J. Finn
Heroine,Mindy McGinnis
A Spell Of Winter,Helen Dunmore
Larry's Party,Carol Shields
A Crime In The Neighborhood,Suzanne Berne
When I Lived In Modern Times,Linda Grant
The Idea Of Perfection,Kate Grenville
Xenocide,Orson Scott Card
Ender's Shadow,Orson Scott Card
Sphere,Michael Crichton
2010,Arthur C. Clarke
Shards Of Honour,Lois McMaster Bujold
On Basilisk Station,David Weber
The Reality Dysfunction,Peter F. Hamilton
Sundiver,David Brin
Burning Chrome,William Gibson
Friday,Robert A. Heinlein
Memory,Lois McMaster Bujold
Virtual Light,William Gibson
The Songs Of Distant Earth,Arthur C. Clarke
From The Earth To The Moon,Jules Verne
Flashforward,Robert J. Sawyer
The Gods Of Mars,Edgar Rice Burroughs
Foreigner,C. J. Cherryh
Grass,Sheri S. Tepper
The Forge Of God,Greg Bear
The Stainless Steel Rat,Harry Harrison
The Rowan,Anne McCaffrey
The White Mountains,John Christopher
The Engines Of God,Jack McDevitt
Player Piano,Kurt Vonnegut
Armor,John Steakley
Beggars In Spain,Nancy Kress
Diaspora,Greg Egan
The Real Story,Stephen R. Donaldson
The Man Who Sold The Moon,Robert A. Heinlein
Little Fuzzy,H. Beam Piper
Logan's Run,William F. Nolan
Earth,David Brin
Starfish,Peter Watts
Dragon's Egg,Robert L. Forward
Love And Longing In Bombay,Vikram Chandra
The Impressionist,Hari Kunzru
Baumgartner’s Bombay,Anita Desai
The Trotternama,I. Allan Sealy
When Dreams Travel,Githa Hariharan
Raavan & Eddie,Kiran Nagarkar
That Long Silence,Shashi Deshpande
Kanthapura,Raja Rao
Delhi,Khushwant Singh
Old Cypress,Nisha Da Cunha
The Devil In The Dustbin,Indi Rana
The Secret City,Hugh Walpole
The Lost Girl,D. H. Lawrence
Riceyman Steps,Arnold Bennett
Adam's Breed,Radclyffe Hall
Portrait Of Clare,Francis Brett Young
Miss Mole,E. H. Young
Without My Cloak,Kate O'Brien
Boomerang,Helen Simpson
The Root And The Flower,L. H. Myers
Highland River,Neil M. Gunn
A Ship Of The Line,C. S. Forester
Flying Colours,C. S. Forester
The Voyage,Charles Morgan
A House Of Children,Joyce Cary
Tales From Bective Bridge,Mary Lavin
Young Tom,Forrest Reid
Travellers,L. A. G. Strong
Poor Man's Tapestry,G. Oliver Onions
The Far Cry,Emma Smith
Through The Valley,Robert Henriques
Father Goose,W. C. Chapman-Mortimer
Troy Chimneys,Margaret Kennedy
The New Men,C. P. Snow
The Masters In Sequence,C. P. Snow
Mother And Son,Ivy Compton-Burnett
At Lady Molly's,Anthony Powell
The Middle Age Of Mrs Eliot,Angus Wilson
The Devil's Advocate,Morris West
The Ha Ha,Jennifer Dawson
Act Of Destruction,Ronald Hardy
A Slanting Light,Gerda Charles
The Ice Saints,Frank Tuohy
Such,Christine Brooke-Rose
Jerusalem The Golden,Margaret Drabble
The Gasteropod,Maggie Ross
The Bird Of Paradise,Lily Powell
A Guest Of Honour,Nadine Gordimer
Doctor Copernicus,John Banville
Darkness Visible,William Golding
Allegro Postillions,Jonathan Keates
Winter Garden,Robert Edric
Persephone,Jenny Joseph
The Golden Bird,George Mackay Brown
A Season In The West,Piers Paul Read
Brazzaville Beach,William Boyd
Sacred Country,Rose Tremain
Justine,Alice Thompson
Renegade Or Halo2,Timothy Mo
Something Like A House,Sid Smith
Our Horses In Egypt,Rosalind Belben
The Lotus Eaters,Tatjani Soli
You And I,Padgett Powell
The Deadman’s Pedal,Alan Warner
In The Light Of What We Know,Zia Haider Rahman
You Don’t Have To Live Like This,Benjamin Markovits
Attrib. And Other Stories,Eley Williams
Lote,Shola von Reinhold
A Shock,Keith Ridgway
Death In Andes,Mario Vargas Llosa
La edad de oro,José Martí
Death And The Maiden,Ariel Dorfman
Johnno,David Malouf
Night Letters,Robert Dessaix
Eucalyptus,Murray Bail
How Many Miles To Babylon?,Jennifer Johnston
The Barracks,John McGahern
The Woman Who Walked Into Doors,Roddy Doyle
Reading In The Dark,Seamus Deane
The Captains And The Kings,Jennifer Johnston
The South,Colm Toibin
The Emperor Of Ice Cream,Brian Moore
The Parts,Keith Ridgway
The Banyan Tree,Christopher Nolan
Birchwood,John Banville
A Drama In Muslin,George Moore
Esther Waters,George Moore
The Big Chapel,Thomas Kilroy
The Black Prophet,William Carleton
The Birds Of The Innocent Wood,Deirdre Madden
Surrogate City,Hugo Hamilton
Love And Sleep,Sean O'Reilly
Living With Risk,the British Medical Association Board of Science
Bones Of Contention,Roger Lewin
The Making Of Memory,Steven Rose
The Language Of The Genes,Steve Jones
The Consumer's Good Chemical Guide,John Emsley
Plague's Progress,Arno Karlen
The Wisdom Of Bones,Alan Walker
Mapping The Deep,Robert Kunzig
The Universe In A Nutshell,Stephen Hawking
"Right Hand, Left Hand",Chris McManus
Electric Universe,David Bodanis
Six Degrees,Mark Lynas
Life Ascending,Nick Lane
The Wavewatcher's Companion,Gavin Pretor-Pinney
The Particle At The End Of The Universe,Sean Carroll
Adventures In The Anthropocene,Gaia Vince
Testosterone Rex,Cordelia Fine
Inventing Ourselves,Sarah-Jayne Blakemore
Explaining Humans,Camilla Pang
A (Very) Short History Of Life On Earth,Henry Gee​
The Thousand Crimes Of Ming Tsu,Tom Lin
A Little Devil In America,Hanif Abdurraqib
The Swimmers,Julie Otsuka
Pluto's Republic,Peter B. Medawar
A Leg To Stand On,Oliver Sacks
Shadows Of The Mind,Roger Penrose
"Mathematics, Form And Function",Saunders Mac Lane
How To Build A Time Machine,Paul Davies
The Cosmic Connection,Carl Sagan
The Insect Societies,E. O. Wilson
Under A Lucky Star,Roy Chapman Andrews
Doughnut Economics,Kate Raworth
So Many Ways To Begin,Jon McGregor
Reservoir 13,Jon McGregor
Lighter Than My Shadow,Katie Green
With The End In Mind,Kathryn Mannix
Destiny Disrupted,Tamim Ansary
A Sunlit Absence,Martin Laird
Into The Silent Land,Martin Laird
Die Wise,Stephen Jenkinson
The Boy Who Was Raised As A Dog,Bruce D. Perry
The Ground Beneath Her Feet,Salman Rushdie
The Nature Of Blood,Caryl Phillips
Union Street,Pat Barker
Stillness Speaks,Eckhart Tolle
The Wise Heart,Jack Kornfield
Four Agreements,Don Miguel Ruiz
The Five Invitations,Frank Ostaseski
Words Of Radiance,Brandon Sanderson
Her Last Flight,Beatriz Williams
Suburban Nation,Andres Duany
The Beauty And The Sorrow,Peter Englund
Eva's Man,Gayl Jones
For Colored Girls Who Have Considered Suicide When The Rainbow Is Enuf,Ntozake Shange
Meridian,Alice Walker
I've Been A Woman,Sonia Sanchez
Black Macho And The Myth Of The Black Superwoman,Michele Wallace
The Heart Of A Woman,Maya Angelou
"All The Women Are White, All The Blacks Are Men, But Some Of Us Are Brave",Gloria T. Hull
Fish Tales,Nettie Jones
Home Girls,Barbara Smith
When And Where I Enter,Paula Giddings
Linden Hills,Gloria Naylor
Radiance From The Waters,Sylvia Ardyn Boone
Thomas And Beulah,Rita Dove
Blacks,Gwendolyn Brooks
Black Eyed Susans And Midnight Birds,Mary Helen Washington
Invisibility Blues,Michele Wallace
Ugly Ways,Tina McElroy Ansa
The Black Christ,Kelly Brown Douglas
The Selected Poems Of Nikki Giovanni,Nikki Giovanni
Black Picket Fences,Mary Pattillo-McCoy
Where We Stand,bell hooks
Fledgling,Octavia E. Butler
Directed By Desire,June Jordan
Native Guard,Natasha Trethewey
African American Music,Mellonee V. Burnim
All Bound Up Together,Martha S. Jones
Blue Chip Black,Karyn R. Lacy
Blood Dazzler,Patricia Smith
The Collected Poems Of Lucille Clifton,Lucille Clifton
The Ethnic Project,Vilna Bashi Treitler
Things I Should Have Told My Daughter,Pearl Cleage
Dark Matters,Simone Browne
Pushout,Monique W. Morris
Unequal City,Carla Shedd
White Rage,Carol Anderson
Whatever Happened To Interracial Love?,Kathleen Collins
Beyond Respectability,Brittney C. Cooper
How We Get Free,Keeanga-Yamahtta Taylor
Race After Technology,Ruha Benjamin
Magical Negro,Morgan Parker
Wizard And Glass,Stephen King
Imagine Me Gone,Adam Haslett
The Woman Upstairs,Claire Messud
Duplex,Kathryn Davis
Mr. Splitfoot,Samantha Hunt
Inland,Téa Obreht
The Looking Glass Wars,Frank Beddor
Delirium,Laura Restrepo
Doctor Rat,William Kotzwinkle
Watchtower,Elizabeth A. Lynn
The Dragon Waiting,John M. Ford
Madouc,Jack Vance
Only Begotten Daughter,James K. Morrow
Last Call,Tim Powers
Glimpses,Lewis Shiner
Towing Jehovah,James K. Morrow
Godmother Night,Rachel Pollack
The Physiognomy,Jeffrey Ford
The Antelope Wife,Louise Erdrich
Thraxas,Martin Scott
Galveston,Sean Stewart
The Other Wind,Ursula K. Le Guin
The Facts Of Life,Graham Joyce
Tooth And Claw,Jo Walton
Soldier Of Sidon,Gene Wolfe
Ysabel,Guy Gavriel Kay
Osama,Lavie Tidhar
Trouble The Saints,Alaya Dawn Johnson
The Jasmine Throne,Tasha Suri
Saint Death's Daughter,C. S. E. Cooney
Kingbird Highway,Kenn Kaufman
The Sound Of A Wild Snail Eating,Renee Raudman
Limbo,Bernard Wolfe
The Paradox Men,Charles L. Harness
Bring The Jubilee,Ward Moore
Ring Around The Sun,Clifford D. Simak
A Mirror For Observers,Edgar Pangborn
The Long Tomorrow,Leigh Brackett
The Death Of Grass,John Christopher
Venus Plus X,Theodore Sturgeon
Journey Beyond Tomorrow,Robert Sheckley
Norstrilia,Cordwainer Smith
Dr. Bloodmoney,Philip K. Dick
Make Room! Make Room!,Harry Harrison
The Dream Master,Roger Zelazny
The Final Programme,Michael Moorcock
Heroes And Villains,Angela Carter
The Palace Of Eternity,Bob Shaw
Bug Jack Barron,Norman Spinrad
Downward To The Earth,Robert Silverberg
The Year Of The Quiet Sun,Wilson Tucker
The Fifth Head Of Cerberus,Gene Wolfe
The Dancers At The End Of Time,Michael Moorcock
"Looking Backward, From The Year 2000",Mack Reynolds
The Embedding,Ian Watson
Walk To The End Of The World,Suzy McKee Charnas
The Centauri Device,M. John Harrison
Galaxies,Barry N. Malzberg
Michaelmas,Algis Budrys
The Ophiuchi Hotline,John Varley
Miracle Visitors,Ian Watson
The Walking Shadow,Brian Stableford
Juniper Time,Kate Wilhelm
The Dreaming Dragons,Damien Broderick
The Complete Roderick,John Sladek
The Unreasoning Mask,Philip José Farmer
Oath Of Fealty,Larry Niven
The Birth Of The People's Republic Of Antarctica,John Calvin Batchelor
Claws Of The Cat,Susan Spann
Harsh Cry Of The Heron,Lian Hearn
Solo Leveling 02,Dubu
Dragonwyck,Anya Seton
Lord Brocktree,Brian Jacques
"Keep Moving, Keep Shooting",Clay E. Novak
The Little Girls,Elizabeth Bowen
Memoirs Of A Peon,Frank Sargeson
Interpreters,Wole Soyinka
A Jest Of God,Margaret Laurence
Cotters' England,Christina Stead
The Nice And The Good,Iris Murdoch
Happiness And Other Stories,Mary Lavin
A Book Of Common Prayer,Joan Didion
The Ice Age,Margaret Drabble
The Human Factor,Graham Greene
The Murderer,Roy Heath
Lamb,Bernard MacLaverty
Puffball,Fay Weldon
Nation Of Fools,Balraj Khanna
Family And Friends,Anita Brookner
Black Robe,Brian Moore
Double Whammy,Carl Hiaasen
The Other Garden,Francis Wyndham
The Sugar Mother,Elizabeth Jolley
Forty Seventeen,Frank Moorhouse
Age Of Iron,J. M. Coetzee
The Snapper,Roddy Doyle
The Great World,David Malouf
The Redundancy Of Courage,Timothy Mo
Reading Turgenev,William Trevor
My Idea Of Fun,Will Self
Original Sin,P. D. James
The Night In Question,Tobias Wolff
Vagabond Volume 1,Takehiko Inoue
The Rats,James Herbert
Dawn Of The Dead,George Romero
Jujutsu Kaisen,Gege Akutami
Demon Slayer,Koyoharu Gotouge
Palestine,Joe Sacco
Tokyo Ghoul,Sui Ishida
Tamara Drewe,Posy Simmonds
The Gigantic Beard That Was Evil,Stephen Collins
I Am Pilgrim,Terry Hayes
The Appeal,Janice Hallett
Empireland,Sathnam Sanghera
Spqr,Mary Beard
A Line In The Sand,James Barr
The Anglo Saxons,Marc Morris
Rogue Heroes,Ben Macintyre
The War On The West,Douglas Murray
Rubicon,Tom Holland
Jerusalem,Simon Sebag Montefiore
The Ruin Of All Witches,Malcolm Gaskill
Operation Mincemeat,Ben Macintyre
Viking Britain,Thomas Williams
Spitfire,John Nichol
"1,000 Years Of Annoying The French",Stephen Clarke
Black And British,David Olusoga
And Away…,Bob Mortimer
Behind The Mask,Tyson Fury
Alex Ferguson,Sir Alex Ferguson
Red Notice,Bill Browder
The Salt Path,Raynor Winn
Pele,Pele
Lady In Waiting,Anne Glenconner
Airhead,Emily Maitlis
This Is Going To Hurt,Adam Kay
"Good Vibes, Good Life",Vex King
Why Men Love Bitches,Sherry Argov
Allen Carr's Easy Way To Stop Smoking,Allen Carr
Otherlands,Thomas Halliday
Other Minds,Peter Godfrey-Smith
Humble Pi,Matt Parker
The Hidden Life Of Trees,Peter Wohlleben
The Body,Bill Bryson
Wilding,Isabella Tree
Adventures Of A Young Naturalist,Sir David Attenborough
The Rise And Fall Of The Dinosaurs,Steven Brusatte
Mudlarking,Lara Maiklem
Meadowland,John Lewis-Stempel
The Yorkshire Shepherdess,Amanda Owen
This Much Is True,Miriam Margolyes
Tall Tales And Wee Stories,Bill Connolly
Wall And Piece,Banksy
Playing To The Gallery,Grayson Perry
Art Matters,Neil Gaiman
Why Your Five Year Old Could Not Have Done That,Susie Hodge
Caravaggio,Andrew Graham Dixon
"The Good, The Bad, And The Multiplex",Mark Kermode
Rooftoppers,Katherine Rundell
How To Train Your Dragon,Cressida Cowell
The Bear And The Nightingale,Katherine Arden
On A Sunbeam,Tillie Walden
The Empress Of Salt And Fortune,Nghi Vo
Gorgias/Gorgias,Coleen P. Zoller
Sabriel,Garth Nix
The Invasion,K. A. Applegate
Autonomous,Annalee Newitz
House Of X   Powers Of X,Jonathan Hickman
Iron Widow,Xiran Jay Zhao
The Darkness That Comes Before,R. Scott Bakker
That Bird Has My Wings,Jarvis Jay Masters
Somebody's Daughter,Ashley C. Ford
The Sweetness Of Water,Nathan Harris
Recitatif,Toni Morrison
Finding Me,Viola Davis
The 1619 Project,Nikole Hannah-Jones
South To America,Imani Perry
Domnisoara Christina. Sarpele,Mircea Eliade
Dulce Ca Mierea E Glonțul Patriei,Petru Popescu
Thomas Mann   Heinrich Mann,Helmut Koopmann
Craigslist Confessional,Helena Dea Bala
Crank,Ellen Hopkins
Ttyl,Lauren Myracle
Tangerine,Edward Bloor
Milk And Honey & The Sun And Her Flowers By Rupi Kaur 2 Books Collection Set,Rupi Kaur
F*Ck Feelings,Sarah Bennett
Dear Medusa,Olivia A. Cole
Marked (House Of Night),Unknown
Summer Sisters,Judy Blume
A Light In The Attic (20th Anniversary Edition Book & Cd),Shel Silverstein
"The Luxe (Luxe Series, Book 1)",Anna Godbersen
Ttfn,Lauren Myracle
"L8r, G8r",Lauren Myracle
Sara's Face,Melvin Burgess
I Hope This Reaches Her In Time,r.h. Sin
She Fits Inside These Words,r.h. Sin
I Would Leave Me If I Could,Halsey
She Felt Like Feeling Nothing,r.h. Sin
Violet Bent Backwards Over The Grass,Lana Del Rey
Empty Bottles Full Of Stories,r.h. Sin
Love Her Wild,Atticus
Arthur And George,Julian Barnes
Super Cannes,J. G. Ballard
The Lambs Of London,Peter Ackroyd
Far Away,Caryl Churchill
Ma Rainey's Black Bottom,August Wilson
Bent,Martin Sherman
Our Country’s Good,Timberlake Wertenbaker
Intimate Apparel,Lynn Nottage
An Oak Tree,Tim Crouch
The Effect,Lucy Prebble
"One Man, Two Guvnors",Richard Bean
Making Noise Quietly,Robert Holman
Faith Healer,Brian Friel
Frozen,Bryony Lavery
The Flick,Annie Baker
God Of Carnage,Yasmina Reza
Radio Golf,August Wilson
4000 Miles,Amy Herzog
Crimes Of The Heart,Beth Henley
Red,John Logan
The Aliens,Annie Baker
Wit,Margaret Edson
Betrayal,Harold Pinter
Torch Song Trilogy,Harvey Fierstein
The Inheritance,Matthew Lopez
Love! Valour! Compassion!,Terrence McNally
Gloria,Branden Jacob-Jenkins
Amadeus,Peter Shaffer
Sweet Bird Of Youth,Tennessee Williams
The Man Who Came To Dinner,George S. Kaufman
The Time Of Your Life,William Saroyan
Good People,David Lindsay-Abaire
Vanya And Sonia And Masha And Spike,Christopher Durang
Harvey,Mary Chase
Proof,David Auburn
The Motherf**Ker With The Hat,Stephen Adly Guirgis
You Can't Take It With You,George S. Kaufman
Bad Jews,Joshua Harmon
A Delicate Balance,Edward Albee
Jitney,August Wilson
Talley's Folly,Lanford Wilson
Blithe Spirit,Noel Coward
"A Doll's House, Part 2",Lucas Hnath
Master Class,Terrence McNally
Between Riverside & Crazy,Stephen Adly Guirgis
The Wolves,Sarah DeLappe
Balm In Gilead,Lanford Wilson
The Mousetrap,Agatha Christie
Anna In The Tropics,Nilo Cruz
The Royale,Marco Ramirez
Other Desert Cities,Jon Robin Baitz
Slave Play,Jeremy O. Harris
The Mysteries,Tony Harrison
The Suicide,Nikolai Erdman
Design For Living,Noel Coward
The House Of Bernarda Alba,Federico García Lorca
Mr Puntila And His Man Matti,Bertolt Brecht
Men Should Weep,Ena Lamont Stewart
The Deep Blue Sea,Terence Rattigan
Summer Of The Seventeenth Doll,Ray Lawler
All That Fall,Samuel Beckett
The Entertainer,John Osborne
Serjeant Musgrave’s Dance,John Arden
Chips With Everything,Arnold Wesker
Black Comedy,Peter Shaffer
Absurd Person Singular,Alan Ayckbourn
Bingo,Edward Bond
Dancing At Lughnasa,Brian Friel
Racing Demon,David Hare
King Charles Iii,Mike Bartlett
This Is Our Youth,Kenneth Lonergan
The Normal Heart,Larry Kramer
Stuff Happens,David Hare
Fefu And Her Friends,María Irene Fornés
Short Eyes,Miguel Pinero
Journey’s End,R. C. Sherriff
The Orphans’ Home Cycle,Horton Foote
The Piano Lesson,August Wilson
A Wind In The Door,Madeleine L'Engle
Many Waters,Madeleine L'Engle
Moreta,Anne McCaffrey
Nerilka's Story,Anne McCaffrey
Dragonsdawn,Anne McCaffrey
Renegades Of Pern,Anne McCaffrey
All The Weyrs Of Pern,Anne McCaffrey
The Chronicles Of Pern,Anne McCaffrey
Searching For Dragons,Patricia C. Wrede
Calling On Dragons,Patricia C. Wrede
Talking To Dragons,Patricia C. Wrede
Castle In The Air,Diana Wynne Jones
House Of Many Ways,Diana Wynne Jones
"Olive, Again",Elizabeth Strout
Bad Marie,Marcy Dermansky
The Throwback Special,Chris Bachelder
A Brave Man Seven Storeys Tall,Will Chancellor
Model Home,Eric Puchner
Pacific,Tom Drury
The End Of Vandalism,Tom Drury
Hunts In Dreams,Tom Drury
Mister Monkey,Francine Prose
The Fates Will Find Their Way,Hannah Pittard
Let The Northern Lights Erase Your Name,Vendela Vida
The Funny Man,John Warner
Butterfly Valley,Inger Christensen
Barndommens Gade,Tove Ditlevsen
Winter’s Child,Dea Trier Morch
Jammers Minde,Leonora Christina
Terminal Innocence,Klaus Rifbjerg
"So Long And Thanks For All The Fish (Hitch Hiker's Guide To The Galaxy, No. 4)",Douglas Adams
House Of Sky And Breath,Sarah J. Maas
Tournament,Shelby Foote
The Pentagon Papers,New York Times
The Nelson De Mille Collection,Nelson DeMille
I Am Charlotte Simmons,Tom Wolfe
The Great Brain,John Dennis Fitzgerald
Up Country,Nelson DeMille
A Window In Thrums,J. M. Barrie
The Golden Butterfly,Walter Besant
The Deemster,Hall Caine
Mr Isaacs,F. Marion Crawford
The Firm Of Girdlestone,Arthur Conan Doyle
Scenes Of Clerical Life,George Eliot
Gabriel Conroy,Bret Harte
The Recollections Of Geoffrey Hamlyn,Henry Kingsley
Guy Livingstone,George Lawrence
The Atonement Of Leam Dundas,Eliza Lynn Linton
Diana Of The Crossways,George Meredith
Under Two Flags,Ouida
It Is Never Too Late To Mend,Charles Reade
Peg Woffington And Christie Johnstone,Charles Reade
Hard Cash,Charles Reade
Virginia Of Virginia,Amélie Rives Troubetzkoy
